tract,puma
14000US01101000300,79500US0102100
14000US01101005101,79500US0102100
14000US01101005408,79500US0102100
14000US01101005501,79500US0102100
14000US01101005504,79500US0102100
14000US01101005604,79500US0102100
14000US01101005700,79500US0102100
14000US01101005800,79500US0102100
14000US01101005901,79500US0102100
14000US01101006000,79500US0102100
14000US01103000100,79500US0100600
14000US01103000200,79500US0100600
14000US01103000300,79500US0100600
14000US01103000400,79500US0100600
14000US01103000600,79500US0100600
14000US01103000700,79500US0100600
14000US01103000800,79500US0100600
14000US01103000900,79500US0100600
14000US01103001000,79500US0100600
14000US01103005101,79500US0100600
14000US01103005103,79500US0100600
14000US01103005105,79500US0100600
14000US01103005106,79500US0100600
14000US01103005107,79500US0100600
14000US01103005108,79500US0100600
14000US01103005109,79500US0100600
14000US01103005200,79500US0100600
14000US01103005301,79500US0100600
14000US01103005302,79500US0100600
14000US01103005303,79500US0100600
14000US01103005304,79500US0100600
14000US01103005404,79500US0100600
14000US01103005405,79500US0100600
14000US01103005500,79500US0100600
14000US01103005600,79500US0100600
14000US01103005701,79500US0100600
14000US01103005702,79500US0100600
14000US01105686800,79500US0101700
14000US01105687000,79500US0101700
14000US01105687100,79500US0101700
14000US01107050000,79500US0101500
14000US01107050100,79500US0101500
14000US01107050200,79500US0101500
14000US01107050300,79500US0101500
14000US01107050400,79500US0101500
14000US01109188600,79500US0102400
14000US01109188700,79500US0102400
14000US01109188800,79500US0102400
14000US01109188900,79500US0102400
14000US01109189000,79500US0102400
14000US01109189100,79500US0102400
14000US01109189200,79500US0102400
14000US01109189300,79500US0102400
14000US01111000100,79500US0101000
14000US01111000200,79500US0101000
14000US01111000300,79500US0101000
14000US01111000400,79500US0101000
14000US01111000500,79500US0101000
14000US01111000600,79500US0101000
14000US01113030200,79500US0102400
14000US01113030300,79500US0102400
14000US01113030401,79500US0102400
14000US01113030402,79500US0102400
14000US01113030500,79500US0102400
14000US01113030600,79500US0102400
14000US01113030700,79500US0102400
14000US01113030800,79500US0102400
14000US01113030901,79500US0102400
14000US01113030902,79500US0102400
14000US01113031000,79500US0102400
14000US01113031100,79500US0102400
14000US01113031200,79500US0102400
14000US01115040103,79500US0100800
14000US01115040104,79500US0100800
14000US01115040105,79500US0100800
14000US01115040106,79500US0100800
14000US01115040201,79500US0100800
14000US01115040203,79500US0100800
14000US01115040204,79500US0100800
14000US01115040205,79500US0100800
14000US01115040300,79500US0100800
14000US01115040401,79500US0100800
14000US01115040402,79500US0100800
14000US01115040501,79500US0100800
14000US01115040502,79500US0100800
14000US01117030102,79500US0101200
14000US01117030103,79500US0101200
14000US01117030211,79500US0101200
14000US01117030212,79500US0101200
14000US01117030213,79500US0101200
14000US01117030214,79500US0101200
14000US01117030215,79500US0101200
14000US01117030216,79500US0101200
14000US01117030217,79500US0101200
14000US01117030303,79500US0101200
14000US01117030304,79500US0101200
14000US01117030305,79500US0101200
14000US01117030306,79500US0101200
14000US01117030314,79500US0101200
14000US01117030315,79500US0101200
14000US01117030316,79500US0101200
14000US01117030317,79500US0101200
14000US01117030319,79500US0101200
14000US01117030320,79500US0101200
14000US01117030330,79500US0101200
14000US01117030331,79500US0101200
14000US01117030332,79500US0101200
14000US01117030333,79500US0101200
14000US01117030334,79500US0101200
14000US01117030336,79500US0101200
14000US01117030337,79500US0101200
14000US01117030340,79500US0101200
14000US01117030341,79500US0101200
14000US01117030342,79500US0101200
14000US01117030344,79500US0101200
14000US01117030345,79500US0101200
14000US01117030405,79500US0101200
14000US01117030406,79500US0101200
14000US01117030407,79500US0101200
14000US01117030408,79500US0101200
14000US01117030501,79500US0101200
14000US01117030502,79500US0101200
14000US01117030604,79500US0101200
14000US01117030605,79500US0101200
14000US01117030607,79500US0101200
14000US01117030608,79500US0101200
14000US01117030609,79500US0101200
14000US01117030701,79500US0101200
14000US01117030703,79500US0101200
14000US01117030704,79500US0101200
14000US01117030800,79500US0101200
14000US01117030900,79500US0101200
14000US01117980000,79500US0101200
14000US01119011300,79500US0101700
14000US01119011400,79500US0101700
14000US01119011500,79500US0101700
14000US01119011600,79500US0101700
14000US01121010101,79500US0101000
14000US01121010102,79500US0101000
14000US01121010201,79500US0101000
14000US01121010202,79500US0101000
14000US01121010301,79500US0101000
14000US01121010302,79500US0101000
14000US01121010400,79500US0101000
14000US01121010500,79500US0101000
14000US01121010600,79500US0101000
14000US01121010700,79500US0101000
14000US01121010900,79500US0101000
14000US01121011000,79500US0101000
14000US01121011100,79500US0101000
14000US01121011200,79500US0101000
14000US01121011300,79500US0101000
14000US01121011400,79500US0101000
14000US01121011500,79500US0101000
14000US01121011600,79500US0101000
14000US01121011700,79500US0101000
14000US01121011800,79500US0101000
14000US01121011900,79500US0101000
14000US01121012000,79500US0101000
14000US01123961900,79500US0101800
14000US01123962000,79500US0101800
14000US01123962100,79500US0101800
14000US01123962200,79500US0101800
14000US01123962300,79500US0101800
14000US01123962400,79500US0101800
14000US01123962501,79500US0101800
14000US01123962502,79500US0101800
14000US01123962600,79500US0101800
14000US01123962700,79500US0101800
14000US01125010101,79500US0101500
14000US01125010102,79500US0101500
14000US01125010103,79500US0101500
14000US01125010201,79500US0101500
14000US01125010202,79500US0101500
14000US01125010203,79500US0101500
14000US01125010301,79500US0101500
14000US01125010302,79500US0101500
14000US01125010303,79500US0101500
14000US01125010601,79500US0101500
14000US01125010602,79500US0101500
14000US01125010701,79500US0101500
14000US01125010702,79500US0101500
14000US01125010703,79500US0101500
14000US01125012501,79500US0101500
14000US01125012502,79500US0101500
14000US01125012503,79500US0101500
14000US01125010204,79500US0101600
14000US01125010403,79500US0101600
14000US01125010404,79500US0101600
14000US01125010405,79500US0101600
14000US01125010406,79500US0101600
14000US01125010407,79500US0101600
14000US01125010500,79500US0101600
14000US01125010802,79500US0101600
14000US01125010803,79500US0101600
14000US01125010804,79500US0101600
14000US01125011200,79500US0101600
14000US01125011401,79500US0101600
14000US01125011402,79500US0101600
14000US01125011600,79500US0101600
14000US01125011701,79500US0101600
14000US01125011703,79500US0101600
14000US01125011800,79500US0101600
14000US01125011901,79500US0101600
14000US01125011902,79500US0101600
14000US01125012000,79500US0101600
14000US01125012100,79500US0101600
14000US01125012303,79500US0101600
14000US01125012304,79500US0101600
14000US01125012305,79500US0101600
14000US01125012403,79500US0101600
14000US01125012404,79500US0101600
14000US01125012405,79500US0101600
14000US01125012600,79500US0101600
14000US01125012700,79500US0101600
14000US01125012800,79500US0101600
14000US01127020100,79500US0101400
14000US01127020200,79500US0101400
14000US01127020300,79500US0101400
14000US01127020400,79500US0101400
14000US01127020600,79500US0101400
14000US01127020700,79500US0101400
14000US01127020800,79500US0101400
14000US01127020900,79500US0101400
14000US01127021000,79500US0101400
14000US01127021100,79500US0101400
14000US01127021200,79500US0101400
14000US01127021300,79500US0101400
14000US01127021400,79500US0101400
14000US01127021500,79500US0101400
14000US01127021600,79500US0101400
14000US01127021700,79500US0101400
14000US01127021800,79500US0101400
14000US01127021900,79500US0101400
14000US01129043900,79500US0102200
14000US01129044000,79500US0102200
14000US01129044100,79500US0102200
14000US01129044200,79500US0102200
14000US01129044300,79500US0102200
14000US01131034700,79500US0102200
14000US01131034800,79500US0102200
14000US01131035100,79500US0102200
14000US01131035200,79500US0102200
14000US01133965501,79500US0100700
14000US01133965502,79500US0100700
14000US01133965503,79500US0100700
14000US01133965600,79500US0100700
14000US01133965700,79500US0100700
14000US01133965800,79500US0100700
14000US01133965900,79500US0100700
14000US02013000100,79500US0200400
14000US02016000100,79500US0200400
14000US02016000200,79500US0200400
14000US02020000101,79500US0200101
14000US02020000102,79500US0200101
14000US02020000201,79500US0200101
14000US02020000202,79500US0200101
14000US02020000203,79500US0200101
14000US02020000204,79500US0200101
14000US02020000300,79500US0200101
14000US02020000400,79500US0200101
14000US02020000500,79500US0200101
14000US02020000600,79500US0200101
14000US02020000701,79500US0200101
14000US02020000702,79500US0200101
14000US02020000703,79500US0200101
14000US02020000801,79500US0200101
14000US02020000802,79500US0200101
14000US02020000901,79500US0200101
14000US02020000902,79500US0200101
14000US02020001000,79500US0200101
14000US02020001100,79500US0200101
14000US02020001200,79500US0200101
14000US02020001300,79500US0200101
14000US02020001400,79500US0200101
14000US02020001500,79500US0200101
14000US02020001601,79500US0200101
14000US02020001702,79500US0200101
14000US02020001731,79500US0200101
14000US02020001602,79500US0200102
14000US02020001701,79500US0200102
14000US02020001732,79500US0200102
14000US02020001801,79500US0200102
14000US02020001802,79500US0200102
14000US02020001900,79500US0200102
14000US02020002000,79500US0200102
14000US02020002100,79500US0200102
14000US02020002201,79500US0200102
14000US02020002202,79500US0200102
14000US02020002301,79500US0200102
14000US02020002302,79500US0200102
14000US02020002303,79500US0200102
14000US02020002400,79500US0200102
14000US02020002501,79500US0200102
14000US02020002502,79500US0200102
14000US02020002601,79500US0200102
14000US02020002602,79500US0200102
14000US02020002603,79500US0200102
14000US02020002702,79500US0200102
14000US02020002711,79500US0200102
14000US02020002712,79500US0200102
14000US02020002811,79500US0200102
14000US02020002812,79500US0200102
14000US02020002813,79500US0200102
14000US02020002821,79500US0200102
14000US02020002822,79500US0200102
14000US02020002823,79500US0200102
14000US02020002900,79500US0200102
14000US02050000100,79500US0200400
14000US02050000200,79500US0200400
14000US02050000300,79500US0200400
14000US02060000100,79500US0200400
14000US02068000100,79500US0200300
14000US02070000100,79500US0200400
14000US02070000200,79500US0200400
14000US02090000100,79500US0200300
14000US02090000200,79500US0200300
14000US02090000300,79500US0200300
14000US02090000400,79500US0200300
14000US02090000500,79500US0200300
14000US02090000600,79500US0200300
14000US02090000700,79500US0200300
14000US02090000800,79500US0200300
14000US02090000900,79500US0200300
14000US02090001000,79500US0200300
14000US02090001100,79500US0200300
14000US02090001200,79500US0200300
14000US02090001300,79500US0200300
14000US02090001400,79500US0200300
14000US02090001500,79500US0200300
14000US02090001600,79500US0200300
14000US02090001700,79500US0200300
14000US02090001800,79500US0200300
14000US02090001900,79500US0200300
14000US02100000100,79500US0200300
14000US02105000200,79500US0200400
14000US02105000300,79500US0200400
14000US02110000100,79500US0200300
14000US02110000200,79500US0200300
14000US02110000300,79500US0200300
14000US02110000400,79500US0200300
14000US02110000500,79500US0200300
14000US02110000600,79500US0200300
14000US02122000100,79500US0200200
14000US02122000200,79500US0200200
14000US02122000300,79500US0200200
14000US02122000400,79500US0200200
14000US02122000500,79500US0200200
14000US02122000600,79500US0200200
14000US02122000700,79500US0200200
14000US02122000800,79500US0200200
14000US02122000900,79500US0200200
14000US02122001000,79500US0200200
14000US02122001100,79500US0200200
14000US02122001200,79500US0200200
14000US02122001300,79500US0200200
14000US02130000100,79500US0200300
14000US02130000200,79500US0200300
14000US02130000300,79500US0200300
14000US02130000400,79500US0200300
14000US02150000100,79500US0200400
14000US02150000200,79500US0200400
14000US02150000300,79500US0200400
14000US02150000400,79500US0200400
14000US02150000500,79500US0200400
14000US02164000100,79500US0200400
14000US02170000101,79500US0200200
14000US02170000102,79500US0200200
14000US02170000200,79500US0200200
14000US02170000300,79500US0200200
14000US02170000401,79500US0200200
14000US02170000402,79500US0200200
14000US02170000501,79500US0200200
14000US02170000502,79500US0200200
14000US02170000601,79500US0200200
14000US02170000603,79500US0200200
14000US02170000604,79500US0200200
14000US02170000701,79500US0200200
14000US02170000703,79500US0200200
14000US02170000705,79500US0200200
14000US02170000706,79500US0200200
14000US02170000800,79500US0200200
14000US02170000900,79500US0200200
14000US02170001001,79500US0200200
14000US02170001003,79500US0200200
14000US02170001004,79500US0200200
14000US02170001100,79500US0200200
14000US02170001201,79500US0200200
14000US02170001202,79500US0200200
14000US02170001300,79500US0200200
14000US02180000100,79500US0200400
14000US02180000200,79500US0200400
14000US02185000100,79500US0200400
